rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
73,10685,"Sesame Street: Elmo's Letter Adventure","Nintendo 64",2,800,800,800,16,0,"Educational","Realtime Associates","NewKidCo","1999-11-15"
74,20279,"~Hack~ The Preservation Project","Nintendo 64",2,792,792,792,8,0,"","Fluvian, MarioNova","Hack - Super Mario 64","2022-06-08"
75,14897,"~Hack~ Super Mario 64: Splitscreen Multiplayer","Nintendo 64",2,776,776,776,29,0,"3D Platforming, Collect-a-thon","Hacker - Kaze Emanuar","Hack - Super Mario 64","2020-01-16"
76,10198,"Goemon's Great Adventure","Nintendo 64",2,773,773,773,86,0,"2D Platforming","Konami","Konami","1998-12-23"
77,10186,"Ridge Racer 64","Nintendo 64",2,744,744,744,40,0,"Arcade Racing","Namco","Nintendo","2000-02-01"
78,11569,"~Hack~ Super Mario 64: Chaos Edition","Nintendo 64",2,737,737,737,117,0,"3D Platforming","","Hack - Super Mario 64","2020-09-27"
79,10159,"Castlevania: Legacy of Darkness","Nintendo 64",2,732,732,732,43,0,"Action-Adventure, 3D Platforming","Konami","Konami","1999-11-30"
80,10326,"Bust-A-Move '99","Nintendo 64",2,728,728,728,143,0,"","Taito","Acclaim","1999-04-30"
81,10170,"Beetle Adventure Racing!","Nintendo 64",2,717,717,717,37,0,"Arcade Racing","Paradigm Entertainment, Electronic Arts","Electronic Arts","1999-01-01"
82,17312,"~Hack~ Breaking the Barrier","Nintendo 64",2,709,709,709,13,0,"3D Platforming","Marionova64","Hack - Super Mario 64","2020-08-05"
83,22859,"Clay Fighter 63 1/3","Nintendo 64",2,680,680,680,38,0,"3D Fighting","Interplay Entertainment","Interplay Entertainment","1997-10-21"
84,10457,"Cruis'n Exotica","Nintendo 64",2,680,680,680,102,0,"Arcade Racing","Gratuitous Games","Midway","2000-10-16"
85,10586,"Clay Fighter: Sculptor's Cut","Nintendo 64",2,674,674,674,44,0,"3D Fighting","Interplay Entertainment","Interplay Entertainment","1998-05-15"
86,10459,"Sesame Street: Elmo's Number Journey","Nintendo 64",2,672,672,672,18,0,"Educational","Realtime Associates","NewKidCo","1999-11-30"
87,10271,"Re-Volt","Nintendo 64",2,665,665,665,144,0,"Kart Racing","Acclaim","Acclaim","1999-07-31"
88,14658,"~Hack~ Super Mario 64 Land","Nintendo 64",2,662,662,662,97,0,"3D Platforming","Hacker - Kaze Emanuar","Hack - Super Mario 64","2019-11-11"
89,32649,"~Hack~ Mario in the Multiverse","Nintendo 64",2,648,648,648,56,0,"3D Platforming, Collect-a-thon","rovertronic","Hack - Super Mario 64","2024-12-24"
90,10119,"Sin and Punishment","Nintendo 64",2,625,625,625,74,0,"Rail Shooter","Treasure","Nintendo","2000-11-21"
91,10407,"Buck Bumble","Nintendo 64",2,622,622,622,55,0,"","Argonaut Games","Ubisoft","1998-11-18"
92,10114,"Mortal Kombat Trilogy","Nintendo 64",2,619,619,619,45,0,"2D Fighting","Midway","Williams Entertainment","1996-11-01"
93,14671,"~Hack~ Paper Mario: Black Pit","Nintendo 64",2,617,617,617,82,0,"Turn-Based RPG","elDexter","Hack - Paper Mario","2021-07-11"
94,14157,"~Hack~ Waluigi's Taco Stand","Nintendo 64",2,616,616,616,10,0,"3D Platforming","Hacker - Kaze Emanuar","Hack - Super Mario 64","2018-08-12"
95,17582,"~Hack~ Super Mario 64: Sonic Edition Plus","Nintendo 64",2,593,593,593,71,0,"3D Platforming, Collect-a-thon","Gamebun","Hack - Super Mario 64","2021-05-01"
96,10158,"Destruction Derby 64","Nintendo 64",2,587,587,587,44,0,"Vehicular Combat","Looking Glass Studios","THQ","1999-09-30"
97,17838,"~Hack~ All Bosses","Nintendo 64",2,577,577,577,12,0,"3D Platforming","Hacker - Kaze Emanuar","Hack - Super Mario 64","2020-11-25"
